createdAt,id,type,amount,direction,balance,interchange,summary,customerId,accountId,counterpartyName,counterpartyCustomer,counterpartyAccount,imad,omad,paymentId,recurringPaymentId,grossInterchange,institutionId
"2026-02-26T03:14:05.464Z","392515394","cardTransaction","$1,103.99","Debit","$422.70","","RMTLY* D8BF5, REMITLY.COM, WA, US  |  **1090","2702556","3636665","","","","","","","","",""
"2026-02-26T03:08:15.559Z","392514325","cardTransaction","$31.99","Debit","$116.26","","RMTLY* GD722, REMITLY.COM, WA, US  |  **5222","2455222","3240927","","","","","","","","",""
"2026-02-26T02:55:36.060Z","392512296","cardTransaction","$709.95","Debit","$1,036.79","","RIA Financial Services, 818-6747076, KS, US  |  **3998","3232602","4529922","","","","","","","","",""
"2026-02-26T02:55:35.888Z","392512295","cardTransaction","$32.90","Debit","$46.08","","RIA Financial Services, 818-6747076, KS, US  |  **9068","2646667","3547437","","","","","","","","",""
"2026-02-26T02:55:35.720Z","392512294","cardTransaction","$1,001.99","Debit","$118.09","","RIA Financial Services, 818-6747076, KS, US  |  **0274","3034697","4180997","","","","","","","","",""
"2026-02-26T02:55:33.364Z","392512289","cardTransaction","$302.99","Debit","$49.55","","BOSS MONEY, WWW.IDT.NET, NJ, US  |  **5384","2737194","3691736","","","","","","","","",""
"2026-02-26T02:45:24.259Z","392510802","cardTransaction","$24.21","Debit","$257.92","","RMTLY* A128A, REMITLY.COM, WA, US  |  **2559","2625696","3516075","","","","","","","","",""
"2026-02-26T02:34:17.602Z","392508892","cardTransaction","$51.99","Debit","$6,337.73","","WU DIGITAL USA AFT, 8003256000, CA, US  |  **9830","2455996","3242257","","","","","","","","",""
"2026-02-26T02:34:17.427Z","392508891","cardTransaction","$395.23","Debit","$2,005.70","","WU DIGITAL USA AFT, 8003256000, CA, US  |  **9283","2798727","3797202","","","","","","","","",""
"2026-02-26T02:34:17.261Z","392508889","cardTransaction","$49.99","Debit","$1.52","","WU DIGITAL USA AFT, 8003256000, CA, US  |  **0100","2350171","3082303","","","","","","","","",""
"2026-02-26T02:34:17.100Z","392508887","cardTransaction","$1,601.99","Debit","$39.18","","WU DIGITAL USA AFT, 8003256000, CA, US  |  **3976","3179395","4432605","","","","","","","","",""
"2026-02-26T02:33:22.698Z","392508741","cardTransaction","$51.99","Debit","$209.54","","RMTLY* J9D6F, REMITLY.COM, WA, US  |  **9507","2504457","3314937","","","","","","","","",""
"2026-02-26T02:27:21.253Z","392507895","cardTransaction","$65.00","Debit","$1,092.39","","Carolina West Wi, Carolina West Wi, Wilkesboro, NC, US  |  **3770","2022976","2561089","","","","","","","","",""
"2026-02-26T02:20:39.146Z","392507009","cardTransaction","$1,002.99","Debit","$6,301.06","","Felix Pago, San Francisco, CA, US  |  **8242","2407902","3169839","","","","","","","","",""
"2026-02-26T02:20:33.930Z","392506991","cardTransaction","$302.99","Debit","$18.37","","Felix Pago, San Francisco, CA, US  |  **2872","3359342","4740580","","","","","","","","",""
"2026-02-26T02:18:15.493Z","392505901","cardTransaction","$32.68","Debit","$228.16","","Felix Pago, San Francisco, CA, US  |  **2073","2829603","3847148","","","","","","","","",""
"2026-02-26T02:18:05.794Z","392505863","cardTransaction","$122.99","Debit","$10.42","","Felix Pago, San Francisco, CA, US  |  **0387","2548995","3393614","","","","","","","","",""
"2026-02-26T02:17:58.559Z","392505816","cardTransaction","$622.99","Debit","$94.00","","Felix Pago, San Francisco, CA, US  |  **8575","2625384","3515608","","","","","","","","",""
"2026-02-26T02:17:32.876Z","392505649","cardTransaction","$501.99","Debit","$751.37","","RMTLY* SB442, REMITLY.COM, WA, US  |  **5501","2456367","3242846","","","","","","","","",""
"2026-02-26T02:08:13.368Z","392503978","cardTransaction","$403.99","Debit","$37.37","","RMTLY* C0E1F, REMITLY.COM, WA, US  |  **8993","2504370","3314809","","","","","","","","",""
"2026-02-26T02:07:52.131Z","392503900","cardTransaction","$503.99","Debit","$17,808.66","","RMTLY* M067C, REMITLY.COM, WA, US  |  **5019","2139559","2736783","","","","","","","","",""
"2026-02-26T02:07:51.959Z","392503898","cardTransaction","$32.99","Debit","$54.31","","RMTLY* M5ADD, REMITLY.COM, WA, US  |  **5345","3371810","4766524","","","","","","","","",""
"2026-02-26T01:47:10.860Z","392500665","cardTransaction","$603.99","Debit","$111.63","","RMTLY* H9850, REMITLY.COM, WA, US  |  **3801","2942157","4036663","","","","","","","","",""
"2026-02-26T01:47:08.545Z","392500650","cardTransaction","$235.00","Debit","$215.84","","RMTLY* R3EF9, REMITLY.COM, WA, US  |  **5658","3348461","4721512","","","","","","","","",""
"2026-02-26T01:36:00.640Z","392498685","cardTransaction","$39.99","Debit","$4,465.50","","RMTLY* JEF5C, REMITLY.COM, WA, US  |  **4338","3153488","4388109","","","","","","","","",""
"2026-02-26T01:35:48.564Z","392498650","cardTransaction","$5.99","Debit","$676.38","","PlayStation Netw, PlayStation Netw, San Mateo, CA, US  |  **0367","3347137","4719036","","","","","","","","",""
"2026-02-26T01:23:02.565Z","392495236","cardTransaction","$1,011.99","Debit","$247.52","","RMTLY* FABA0, REMITLY.COM, WA, US  |  **6450","3329247","4689379","","","","","","","","",""
"2026-02-26T01:23:00.299Z","392495215","cardTransaction","$92.85","Debit","$2,329.64","","RMTLY* A3F85, REMITLY.COM, WA, US  |  **0269","2456000","3242267","","","","","","","","",""
"2026-02-26T01:21:12.425Z","392493908","cardTransaction","$50.00","Debit","$666.26","","CASH APP*KARTINA*ADD CA, Oakland, CA, US  |  **2899","2737675","3692562","","","","","","","","",""
"2026-02-26T01:09:52.436Z","392490644","cardTransaction","$210.44","Debit","$228.41","","PYBridgecrest, PYBridgecrest, Tempe, AZ, US  |  **9524","3347131","4719026","","","","","","","","",""
"2026-02-26T01:03:24.601Z","392489071","cardTransaction","$602.49","Debit","$417.54","","BOSS MONEY, WWW.IDT.NET, NJ, US  |  **5384","2737194","3691736","","","","","","","","",""
"2026-02-26T01:01:23.219Z","392488501","cardTransaction","$121.99","Debit","$4,197.18","","RMTLY* E9B85, REMITLY.COM, WA, US  |  **7372","2525241","3353015","","","","","","","","",""
"2026-02-26T01:01:22.556Z","392488496","cardTransaction","$1,001.99","Debit","$2,797.84","","RMTLY* N96C8, REMITLY.COM, WA, US  |  **8973","2735694","3689377","","","","","","","","",""
"2026-02-26T01:01:19.043Z","392488485","cardTransaction","$123.13","Debit","$441.36","","RMTLY* JE974, REMITLY.COM, WA, US  |  **8993","2504370","3314809","","","","","","","","",""
"2026-02-26T00:56:54.928Z","392487712","cardTransaction","$52.99","Debit","$1,227.61","","Felix Pago, San Francisco, CA, US  |  **6863","3350475","4725564","","","","","","","","",""
"2026-02-26T00:56:48.022Z","392487684","cardTransaction","$502.99","Debit","$9,238.52","","Felix Pago, San Francisco, CA, US  |  **4082","1978044","2487802","","","","","","","","",""
"2026-02-26T00:56:19.613Z","392487570","cardTransaction","$506.49","Debit","$92.46","","Felix Pago, San Francisco, CA, US  |  **0370","2485324","3288009","","","","","","","","",""
"2026-02-26T00:55:48.666Z","392487491","cardTransaction","$104.98","Debit","$17.62","","Felix Pago, San Francisco, CA, US  |  **6013","3350388","4725390","","","","","","","","",""
"2026-02-26T00:55:39.753Z","392487468","cardTransaction","$306.49","Debit","$10.74","","Felix Pago, San Francisco, CA, US  |  **5757","3348367","4721386","","","","","","","","",""
"2026-02-26T00:55:38.169Z","392487460","cardTransaction","$32.99","Debit","$955.67","","Felix Pago, San Francisco, CA, US  |  **3821","2408520","3170923","","","","","","","","",""
"2026-02-26T00:55:32.975Z","392487442","cardTransaction","$106.49","Debit","$390.36","","Felix Pago, San Francisco, CA, US  |  **0227","2529862","3361671","","","","","","","","",""
"2026-02-26T00:55:24.776Z","392487413","cardTransaction","$1,502.99","Debit","$3,804.83","","Felix Pago, San Francisco, CA, US  |  **4484","3218364","4502096","","","","","","","","",""
"2026-02-26T00:55:00.544Z","392487263","cardTransaction","$502.99","Debit","$603.70","","Felix Pago, San Francisco, CA, US  |  **3286","2786778","3778012","","","","","","","","",""
"2026-02-26T00:38:43.127Z","392483826","cardTransaction","$91.99","Debit","$148.25","","RMTLY* J792C, REMITLY.COM, WA, US  |  **5222","2455222","3240927","","","","","","","","",""
"2026-02-26T00:38:42.594Z","392483822","cardTransaction","$996.99","Debit","$69.38","","RMTLY* S79EA, REMITLY.COM, WA, US  |  **8843","2456014","3242298","","","","","","","","",""
"2026-02-26T00:38:32.028Z","392483781","cardTransaction","$74.68","Debit","$1,150.48","","RMTLY* F3A79, REMITLY.COM, WA, US  |  **3299","2952995","4054472","","","","","","","","",""
"2026-02-26T00:38:30.574Z","392483772","cardTransaction","$153.99","Debit","$3,849.16","","RMTLY* M0A5C, REMITLY.COM, WA, US  |  **3819","2431082","3204946","","","","","","","","",""
"2026-02-26T00:19:43.579Z","392479355","cardTransaction","$44.44","Debit","$1,622.84","","RMTLY* EBCC1, REMITLY.COM, WA, US  |  **1371","2738227","3693492","","","","","","","","",""
"2026-02-26T00:19:41.023Z","392479347","cardTransaction","$1,100.00","Debit","$1.38","","RMTLY* J9469, REMITLY.COM, WA, US  |  **3733","2625181","3515328","","","","","","","","",""
"2026-02-26T00:19:11.653Z","392479241","cardTransaction","$9.99","Debit","$0.56","","RMTLY_FLX* MBRSHPFEE, WWW.REMITLY.C, WA, US  |  **8178","2515295","3330508","","","","","","","","",""
"2026-02-25T23:51:06.404Z","392474282","cardTransaction","$244.99","Debit","$150.80","","RMTLY* E0E2A, REMITLY.COM, WA, US  |  **4618","2456353","3242832","","","","","","","","",""
"2026-02-25T23:47:59.487Z","392473724","cardTransaction","$837.10","Debit","$4.01","","RMTLY* AE2B1, REMITLY.COM, WA, US  |  **8962","3222043","4508877","","","","","","","","",""
"2026-02-25T23:30:46.378Z","392470744","cardTransaction","$62.64","Debit","$366.01","","RMTLY* F74F0, REMITLY.COM, WA, US  |  **3985","2456008","3242292","","","","","","","","",""
"2026-02-25T23:30:46.194Z","392470742","cardTransaction","$83.99","Debit","$427.12","","RMTLY* K8E4F, REMITLY.COM, WA, US  |  **7808","2504405","3314858","","","","","","","","",""
"2026-02-25T23:28:18.974Z","392470140","cardTransaction","$106.99","Debit","$2,031.64","","RMTLY* G91D5, REMITLY.COM, WA, US  |  **0283","2625173","3515314","","","","","","","","",""
"2026-02-25T23:28:16.629Z","392470131","cardTransaction","$1,041.00","Debit","$0.87","","RMTLY* K2D3D, REMITLY.COM, WA, US  |  **5358","2795930","3793008","","","","","","","","",""
"2026-02-25T23:07:08.371Z","392465346","cardTransaction","$1,300.00","Debit","$565.14","","RMTLY* J01CB, REMITLY.COM, WA, US  |  **0775","3358231","4738594","","","","","","","","",""
"2026-02-25T22:51:25.769Z","392462201","cardTransaction","$900.00","Debit","$1,513.18","","Felix Pago, San Francisco, CA, US  |  **3765","2504404","3314857","","","","","","","","",""
"2026-02-25T22:51:13.492Z","392462167","cardTransaction","$754.98","Debit","$607.86","","Felix Pago, San Francisco, CA, US  |  **6714","2431008","3204840","","","","","","","","",""
"2026-02-25T22:51:01.572Z","392462143","cardTransaction","$132.99","Debit","$1,253.36","","Felix Pago, San Francisco, CA, US  |  **5501","2456367","3242846","","","","","","","","",""
"2026-02-25T22:51:00.095Z","392462133","cardTransaction","$1,502.99","Debit","$113.13","","Felix Pago, San Francisco, CA, US  |  **3908","3186786","4445391","","","","","","","","",""
"2026-02-25T22:50:10.606Z","392461722","cardTransaction","$137.99","Debit","$7,056.25","","Felix Pago, San Francisco, CA, US  |  **6270","2455819","3242035","","","","","","","","",""
"2026-02-25T22:49:58.773Z","392461692","cardTransaction","$506.49","Debit","$22.36","","Felix Pago, San Francisco, CA, US  |  **9423","2428755","3201346","","","","","","","","",""
"2026-02-25T22:49:55.422Z","392461682","cardTransaction","$124.99","Debit","$988.66","","Felix Pago, San Francisco, CA, US  |  **3821","2408520","3170923","","","","","","","","",""
"2026-02-25T22:49:23.712Z","392461562","cardTransaction","$1,160.00","Debit","$481.26","","Felix Pago, San Francisco, CA, US  |  **2277","2430548","3204281","","","","","","","","",""
"2026-02-25T22:49:18.618Z","392461548","cardTransaction","$112.06","Debit","$87.56","","Felix Pago, San Francisco, CA, US  |  **7855","3278346","4610673","","","","","","","","",""
"2026-02-25T22:49:17.466Z","392461546","cardTransaction","$164.98","Debit","$43.24","","Felix Pago, San Francisco, CA, US  |  **7751","2684818","3608224","","","","","","","","",""
"2026-02-25T22:49:11.628Z","392461521","cardTransaction","$1,204.98","Debit","$157.39","","Felix Pago, San Francisco, CA, US  |  **4747","2625306","3515517","","","","","","","","",""
"2026-02-25T22:48:33.965Z","392461270","cardTransaction","$1,500.00","Debit","$155.76","","Felix Pago, San Francisco, CA, US  |  **5934","2702903","3637155","","","","","","","","",""
"2026-02-25T22:48:24.605Z","392461250","cardTransaction","$502.99","Debit","$1,531.63","","Felix Pago, San Francisco, CA, US  |  **8009","3106690","4305951","","","","","","","","",""
"2026-02-25T22:37:17.255Z","392459037","cardTransaction","$53.00","Debit","$122.10","","METRO BY T MOBIL, 12920 SE 38TH STREE, BELLEVUE, WA, US  |  **4447","2838666","3862020","","","","","","","","",""
"2026-02-25T22:32:33.737Z","392457916","cardTransaction","$1,200.00","Debit","$123.49","","RMTLY* D4D6E, REMITLY.COM, WA, US  |  **1615","3358140","4738463","","","","","","","","",""
"2026-02-25T22:30:03.040Z","392457207","cardTransaction","$651.99","Debit","$100.56","","RIA Financial Services, 818-6747076, KS, US  |  **3340","2806944","3809737","","","","","","","","",""
"2026-02-25T22:30:02.639Z","392457204","cardTransaction","$208.99","Debit","$64.07","","RIA Financial Services, 818-6747076, KS, US  |  **5849","2807074","3809962","","","","","","","","",""
"2026-02-25T22:30:02.442Z","392457202","cardTransaction","$103.00","Debit","$1,715.76","","RIA Financial Services, 818-6747076, KS, US  |  **3535","2527382","3357180","","","","","","","","",""
"2026-02-25T22:30:02.214Z","392457201","cardTransaction","$10.84","Debit","$62.54","","RIA Financial Services, 818-6747076, KS, US  |  **0357","3157024","4394655","","","","","","","","",""
"2026-02-25T22:30:02.011Z","392457200","cardTransaction","$161.99","Debit","$4,575.92","","RIA Financial Services, 818-6747076, KS, US  |  **6916","3168908","4415179","","","","","","","","",""
"2026-02-25T22:30:01.399Z","392457194","cardTransaction","$31.99","Debit","$7,194.92","","RIA Financial Services, 818-6747076, KS, US  |  **8580","3106485","4305609","","","","","","","","",""
"2026-02-25T22:30:01.191Z","392457192","cardTransaction","$51.99","Debit","$29.15","","RIA Financial Services, 818-6747076, KS, US  |  **2483","2684973","3608516","","","","","","","","",""
"2026-02-25T22:30:01.025Z","392457190","cardTransaction","$301.99","Debit","$1,535.39","","RIA Financial Services, 818-6747076, KS, US  |  **1582","2740890","3698025","","","","","","","","",""
"2026-02-25T22:30:00.859Z","392457189","cardTransaction","$101.99","Debit","$181.49","","RIA Financial Services, 818-6747076, KS, US  |  **0321","2806916","3809695","","","","","","","","",""
"2026-02-25T22:30:00.699Z","392457188","cardTransaction","$991.90","Debit","$2,059.68","","RIA Financial Services, 818-6747076, KS, US  |  **3286","2786778","3778012","","","","","","","","",""
"2026-02-25T22:30:00.535Z","392457187","cardTransaction","$699.99","Debit","$0.10","","RIA Financial Services, 818-6747076, KS, US  |  **5472","2588375","3460226","","","","","","","","",""
"2026-02-25T22:09:50.622Z","392451418","cardTransaction","$901.99","Debit","$537.95","","RMTLY* NF4FE, REMITLY.COM, WA, US  |  **4346","2428405","3200827","","","","","","","","",""
"2026-02-25T22:09:50.188Z","392451417","cardTransaction","$1,006.99","Debit","$198.19","","RMTLY* D529A, REMITLY.COM, WA, US  |  **6163","2455788","3241979","","","","","","","","",""
"2026-02-25T21:55:56.591Z","392448798","cardTransaction","$853.90","Debit","$140.39","","Ria Money Transfer, Topeka, KS, US  |  **9340","2503945","3314225","","","","","","","","",""
"2026-02-25T21:52:56.923Z","392448049","cardTransaction","$101.99","Debit","$263.95","","RMTLY* P4589, REMITLY.COM, WA, US  |  **9825","2514989","3330045","","","","","","","","",""
"2026-02-25T21:27:45.642Z","392442505","cardTransaction","$101.99","Debit","$1,439.94","","RMTLY* PC9AE, REMITLY.COM, WA, US  |  **4346","2428405","3200827","","","","","","","","",""
"2026-02-25T21:27:45.047Z","392442502","cardTransaction","$38.38","Debit","$4,917.21","","RMTLY* BA6A7, REMITLY.COM, WA, US  |  **6783","2408566","3170991","","","","","","","","",""
"2026-02-25T21:14:43.272Z","392440284","cardTransaction","$885.90","Debit","$376.45","","RIA Financial Services, 818-6747076, KS, US  |  **5841","3034712","4181014","","","","","","","","",""
"2026-02-25T21:14:43.076Z","392440283","cardTransaction","$1,156.90","Debit","$136.51","","RIA Financial Services, 818-6747076, KS, US  |  **8663","2625421","3515657","","","","","","","","",""
"2026-02-25T21:14:42.887Z","392440281","cardTransaction","$126.99","Debit","$276.23","","RIA Financial Services, 818-6747076, KS, US  |  **7680","2806919","3809699","","","","","","","","",""
"2026-02-25T21:14:42.679Z","392440280","cardTransaction","$641.99","Debit","$23.68","","RIA Financial Services, 818-6747076, KS, US  |  **4641","3352103","4728274","","","","","","","","",""
"2026-02-25T21:14:42.482Z","392440277","cardTransaction","$1,000.99","Debit","$645.86","","RIA Financial Services, 818-6747076, KS, US  |  **7246","2455973","3242236","","","","","","","","",""
"2026-02-25T21:14:42.269Z","392440274","cardTransaction","$12.99","Debit","$66.25","","RIA Financial Services, 818-6747076, KS, US  |  **6084","2731170","3682178","","","","","","","","",""
"2026-02-25T21:14:42.090Z","392440273","cardTransaction","$211.99","Debit","$2,474.29","","RIA Financial Services, 818-6747076, KS, US  |  **4508","3034627","4180922","","","","","","","","",""
"2026-02-25T21:14:41.836Z","392440272","cardTransaction","$731.99","Debit","$0.57","","RIA Financial Services, 818-6747076, KS, US  |  **6345","3180113","4433834","","","","","","","","",""
"2026-02-25T21:14:41.647Z","392440271","cardTransaction","$301.90","Debit","$166.12","","RIA Financial Services, 818-6747076, KS, US  |  **4183","2703060","3637365","","","","","","","","",""
"2026-02-25T21:14:41.459Z","392440270","cardTransaction","$701.99","Debit","$87.96","","RIA Financial Services, 818-6747076, KS, US  |  **0323","2525175","3352899","","","","","","","","",""
"2026-02-25T21:01:02.049Z","392435126","cardTransaction","$2,001.99","Debit","$252.88","","RMTLY* C7529, REMITLY.COM, WA, US  |  **3355","2729024","3678675","","","","","","","","",""
"2026-02-25T21:00:57.274Z","392435105","cardTransaction","$16.99","Debit","$289.15","","RMTLY* J037A, REMITLY.COM, WA, US  |  **2587","3169305","4415823","","","","","","","","",""
"2026-02-25T21:00:46.831Z","392435072","cardTransaction","$921.99","Debit","$72.18","","RMTLY* FF020, REMITLY.COM, WA, US  |  **4762","3347228","4719217","","","","","","","","",""
"2026-02-25T21:00:44.578Z","392435065","cardTransaction","$74.99","Debit","$1,071.32","","RMTLY* JEBC8, REMITLY.COM, WA, US  |  **7250","2455987","3242250","","","","","","","","",""
"2026-02-25T20:45:01.818Z","392432142","cardTransaction","$171.49","Debit","$186.69","","RMTLY* Q8500, REMITLY.COM, WA, US  |  **5544","3347158","4719078","","","","","","","","",""
"2026-02-25T20:45:01.486Z","392432141","cardTransaction","$301.99","Debit","$1,050.39","","RMTLY* E0559, REMITLY.COM, WA, US  |  **0624","2531739","3365382","","","","","","","","",""
"2026-02-25T20:45:01.092Z","392432140","cardTransaction","$101.99","Debit","$280.34","","RMTLY* K653A, REMITLY.COM, WA, US  |  **2971","2548958","3393557","","","","","","","","",""
"2026-02-25T20:42:59.827Z","392431773","cardTransaction","$999.99","Debit","$227.87","","RMTLY* F35F1, REMITLY.COM, WA, US  |  **4705","2456392","3242883","","","","","","","","",""
"2026-02-25T20:42:09.997Z","392431585","cardTransaction","$1,101.99","Debit","$15.12","","Ria Money Transfer, 818-6747076, KS, US  |  **9527","3381221","4785077","","","","","","","","",""
"2026-02-25T20:18:57.732Z","392423976","cardTransaction","$501.99","Debit","$10,319.15","","RMTLY* M555B, REMITLY.COM, WA, US  |  **8554","2456386","3242876","","","","","","","","",""
"2026-02-25T20:18:57.466Z","392423974","cardTransaction","$246.99","Debit","$228.48","","RMTLY* H7C4E, REMITLY.COM, WA, US  |  **2654","2625719","3516100","","","","","","","","",""
"2026-02-25T20:18:54.328Z","392423963","cardTransaction","$62.64","Debit","$251.00","","RMTLY* R86E0, REMITLY.COM, WA, US  |  **3535","2514609","3329509","","","","","","","","",""
"2026-02-25T20:01:33.350Z","392420497","cardTransaction","$186.99","Debit","$1,359.04","","RMTLY* Q6F2A, REMITLY.COM, WA, US  |  **2534","2531768","3365456","","","","","","","","",""
"2026-02-25T20:01:32.965Z","392420495","cardTransaction","$103.99","Debit","$787.64","","RMTLY* SF621, REMITLY.COM, WA, US  |  **6189","2430955","3204788","","","","","","","","",""
"2026-02-25T20:01:31.052Z","392420486","cardTransaction","$53.99","Debit","$371.97","","RMTLY* SB0D9, REMITLY.COM, WA, US  |  **2726","2434780","3210727","","","","","","","","",""
"2026-02-25T19:55:44.552Z","392419135","cardTransaction","$50.00","Debit","$182.04","","CASH APP*SUSANA JUAREZ, Oakland, CA, US  |  **9275","2525098","3352747","","","","","","","","",""
"2026-02-25T19:48:17.686Z","392417368","cardTransaction","$1,101.99","Debit","$107.86","","RMTLY* K3FCD, REMITLY.COM, WA, US  |  **9638","2428750","3201342","","","","","","","","",""
"2026-02-25T19:48:17.291Z","392417366","cardTransaction","$501.99","Debit","$11,508.09","","RMTLY* K635A, REMITLY.COM, WA, US  |  **8657","2017322","2551773","","","","","","","","",""
"2026-02-25T19:42:14.826Z","392415325","cardTransaction","$101.99","Debit","$73.35","","RMTLY* NED98, REMITLY.COM, WA, US  |  **4274","2455473","3241527","","","","","","","","",""
"2026-02-25T19:25:36.717Z","392411507","cardTransaction","$26.25","Debit","$1,151.37","","RMTLY* E5631, REMITLY.COM, WA, US  |  **1768","2428686","3201243","","","","","","","","",""
"2026-02-25T19:24:50.666Z","392411184","cardTransaction","$996.99","Debit","$3,051.58","","RMTLY* SA561, REMITLY.COM, WA, US  |  **3286","2786778","3778012","","","","","","","","",""
"2026-02-25T19:24:46.105Z","392411170","cardTransaction","$101.99","Debit","$95.27","","RMTLY* H5DF3, REMITLY.COM, WA, US  |  **1166","2987413","4106988","","","","","","","","",""
"2026-02-25T19:18:14.675Z","392409393","cardTransaction","$104.98","Debit","$28.05","","Felix Pago, San Francisco, CA, US  |  **0405","2625603","3515928","","","","","","","","",""
"2026-02-25T19:18:00.531Z","392409337","cardTransaction","$1,204.98","Debit","$133.03","","Felix Pago, San Francisco, CA, US  |  **0405","2625603","3515928","","","","","","","","",""
"2026-02-25T19:17:22.776Z","392408901","cardTransaction","$64.98","Debit","$906.69","","Felix Pago, San Francisco, CA, US  |  **5234","2625198","3515350","","","","","","","","",""
"2026-02-25T19:17:19.943Z","392408882","cardTransaction","$1,052.99","Debit","$299.80","","Felix Pago, San Francisco, CA, US  |  **5477","2504044","3314339","","","","","","","","",""
"2026-02-25T19:16:27.633Z","392408516","cardTransaction","$172.99","Debit","$2,167.69","","Felix Pago, San Francisco, CA, US  |  **3236","2455053","3240657","","","","","","","","",""
"2026-02-25T19:16:09.610Z","392408394","cardTransaction","$77.99","Debit","$61.42","","Felix Pago, San Francisco, CA, US  |  **2335","2455890","3242121","","","","","","","","",""
"2026-02-25T19:16:09.346Z","392408393","cardTransaction","$152.99","Debit","$340.39","","Felix Pago, San Francisco, CA, US  |  **6906","2455620","3241740","","","","","","","","",""
"2026-02-25T19:16:08.274Z","392408385","cardTransaction","$382.99","Debit","$3,001.72","","Felix Pago, San Francisco, CA, US  |  **9952","2431109","3204989","","","","","","","","",""
"2026-02-25T19:15:32.787Z","392408149","cardTransaction","$1,002.99","Debit","$1,746.35","","Felix Pago, San Francisco, CA, US  |  **1485","2429097","3201890","","","","","","","","",""
